Fold,Station,ds,lead,y,yhat_chronos,yhat_tft,yhat_prophet_pp,yhat_prophet_pers,yhat_naive
2016-09-01,Aotizhongxin,2016-09-01 00:00:00,0,7.0,7.0556507,10.786476,2.8987480649131645,2.3802761305683475,16.0
2016-09-01,Aotizhongxin,2016-09-01 01:00:00,1,8.0,6.1293125,8.261498,2.127762366421133,2.374120121727474,14.0
2016-09-01,Aotizhongxin,2016-09-01 02:00:00,2,7.0,5.6761856,6.7529473,2.4598179716117174,2.3848220461336136,21.0
2016-09-01,Aotizhongxin,2016-09-01 03:00:00,3,3.0,5.3138456,5.485501,2.635690209405763,2.3621163831533023,14.0
2016-09-01,Aotizhongxin,2016-09-01 04:00:00,4,3.0,5.1807494,5.267847,2.2022636225502428,2.2820422444806514,9.0
2016-09-01,Aotizhongxin,2016-09-01 05:00:00,5,5.0,5.39036,5.092058,2.430833227382658,2.185553896647677,11.0
2016-09-01,Aotizhongxin,2016-09-01 06:00:00,6,3.0,5.609851,4.299415,2.2729103723504416,2.148412446191384,11.0
2016-09-01,Aotizhongxin,2016-09-01 07:00:00,7,5.0,6.1360817,4.314512,3.197182450106407,2.219891678317858,10.0
2016-09-01,Aotizhongxin,2016-09-01 08:00:00,8,13.0,7.2642126,4.8959885,7.592049181190836,2.385808253721294,7.0
2016-09-01,Aotizhongxin,2016-09-01 09:00:00,9,3.0,7.421953,5.476283,5.1844964270048965,2.5717854253479655,8.0
2016-09-01,Aotizhongxin,2016-09-01 10:00:00,10,6.0,8.552955,4.291883,6.810614264999012,2.6916376340652857,9.0
2016-09-01,Aotizhongxin,2016-09-01 11:00:00,11,5.0,9.005958,4.0277357,8.6048656675888,2.713968765700588,12.0
2016-09-01,Aotizhongxin,2016-09-01 12:00:00,12,6.0,9.734301,4.2097316,11.213320896146922,2.6750503705994646,9.0
2016-09-01,Aotizhongxin,2016-09-01 13:00:00,13,6.0,10.6591625,4.5304365,12.58654858481866,2.6241700704130175,11.0
2016-09-01,Aotizhongxin,2016-09-01 14:00:00,14,3.0,12.116227,4.929628,16.587092487433114,2.573939268937396,14.0
2016-09-01,Aotizhongxin,2016-09-01 15:00:00,15,7.0,13.535432,5.7202654,17.570568330204676,2.5067321318321922,13.0
2016-09-01,Aotizhongxin,2016-09-01 16:00:00,16,4.0,14.34257,6.418528,18.288345128537788,2.418901491149165,14.0
2016-09-01,Aotizhongxin,2016-09-01 17:00:00,17,3.0,16.26492,7.836834,16.78386981037062,2.3468577264386195,17.0
2016-09-01,Aotizhongxin,2016-09-01 18:00:00,18,5.0,18.41193,8.301104,17.157483778744073,2.343146904973445,14.0
2016-09-01,Aotizhongxin,2016-09-01 19:00:00,19,11.0,19.595558,9.5487795,13.0282585554533,2.4295996749578306,13.0
2016-09-01,Aotizhongxin,2016-09-01 20:00:00,20,11.0,21.49947,10.6946335,12.520578993526799,2.5698630598989114,19.0
2016-09-01,Aotizhongxin,2016-09-01 21:00:00,21,5.0,24.854023,10.48038,18.992497053236782,2.685218154010418,23.0
2016-09-01,Aotizhongxin,2016-09-01 22:00:00,22,8.0,27.205309,11.032086,23.986602797418893,2.71551803920388,21.0
2016-09-01,Aotizhongxin,2016-09-01 23:00:00,23,11.0,27.802753,11.361681,27.879149372231907,2.6725619681948274,30.0
2016-09-01,Aotizhongxin,2016-09-02 00:00:00,24,9.0,28.415197,12.020393,25.73438562829855,2.6192126643787823,38.0
2016-09-01,Aotizhongxin,2016-09-02 01:00:00,25,12.0,29.858194,12.225709,21.015836001593517,2.599179272266006,47.0
2016-09-01,Aotizhongxin,2016-09-02 02:00:00,26,9.0,32.69962,12.694716,25.276384183253654,2.5961056889562504,55.0
2016-09-01,Aotizhongxin,2016-09-02 03:00:00,27,13.0,34.029037,13.301888,30.876084829631683,2.5567667687624893,60.0
2016-09-01,Aotizhongxin,2016-09-02 04:00:00,28,15.0,34.7996,14.236376,28.9900351926888,2.4565795627545017,67.0
2016-09-01,Aotizhongxin,2016-09-02 05:00:00,29,14.0,33.551952,13.714575,24.623128132000947,2.339515739548654,72.0
2016-09-01,Aotizhongxin,2016-09-02 06:00:00,30,18.0,33.47693,13.409084,22.60011388711654,2.2850839686415294,70.0
2016-09-01,Aotizhongxin,2016-09-02 07:00:00,31,12.0,34.965584,15.700302,31.562082488562496,2.34377586522576,58.0
2016-09-01,Aotizhongxin,2016-09-02 08:00:00,32,14.0,31.462711,14.252637,20.434530463199007,2.499524666189647,57.0
2016-09-01,Aotizhongxin,2016-09-02 09:00:00,33,13.0,30.919397,13.76699,20.95028853708099,2.6746655746046537,59.0
2016-09-01,Aotizhongxin,2016-09-02 10:00:00,34,17.0,31.02621,15.278166,27.51712167556765,2.78091825133984,66.0
2016-09-01,Aotizhongxin,2016-09-02 11:00:00,35,19.0,30.117575,17.213985,28.35856068880539,2.7874491180826944,71.0
2016-09-01,Aotizhongxin,2016-09-02 12:00:00,36,16.0,29.546154,14.900586,16.962108253461743,2.7325922796071507,79.0
2016-09-01,Aotizhongxin,2016-09-02 13:00:00,37,8.0,29.799297,13.014929,17.666176238622842,2.6671238396659884,79.0
2016-09-01,Aotizhongxin,2016-09-02 14:00:00,38,12.0,30.432611,11.983409,19.864121790092366,2.6040124300088294,66.0
